date,time,origin,destination,ridership
2025-06-08,17:00,Woodlands CIQ,JB Sentral,205
2025-06-08,18:00,Woodlands CIQ,JB Sentral,127
2025-06-08,19:00,JB Sentral,Woodlands CIQ,324
2025-06-08,20:00,JB Sentral,Woodlands CIQ,320
2025-06-08,20:00,Woodlands CIQ,JB Sentral,87
2025-06-08,21:00,JB Sentral,Woodlands CIQ,321
2025-06-08,21:00,Woodlands CIQ,JB Sentral,87
2025-06-08,22:00,JB Sentral,Woodlands CIQ,320
2025-06-08,22:00,Woodlands CIQ,JB Sentral,104
2025-06-08,23:00,Woodlands CIQ,JB Sentral,23
2025-06-09,05:00,JB Sentral,Woodlands CIQ,640
2025-06-09,06:00,JB Sentral,Woodlands CIQ,640
2025-06-09,07:00,JB Sentral,Woodlands CIQ,640
2025-06-09,08:00,JB Sentral,Woodlands CIQ,322
2025-06-09,08:00,Woodlands CIQ,JB Sentral,322
2025-06-09,09:00,Woodlands CIQ,JB Sentral,327
2025-06-09,10:00,JB Sentral,Woodlands CIQ,323
2025-06-09,11:00,JB Sentral,Woodlands CIQ,323
2025-06-09,11:00,Woodlands CIQ,JB Sentral,323
2025-06-09,12:00,JB Sentral,Woodlands CIQ,325
2025-06-09,12:00,Woodlands CIQ,JB Sentral,320
2025-06-09,13:00,Woodlands CIQ,JB Sentral,327
2025-06-09,14:00,JB Sentral,Woodlands CIQ,328
2025-06-09,15:00,JB Sentral,Woodlands CIQ,322
2025-06-09,15:00,Woodlands CIQ,JB Sentral,298
2025-06-09,16:00,JB Sentral,Woodlands CIQ,325
2025-06-09,16:00,Woodlands CIQ,JB Sentral,159
2025-06-09,17:00,JB Sentral,Woodlands CIQ,322
2025-06-09,17:00,Woodlands CIQ,JB Sentral,134
2025-06-09,18:00,Woodlands CIQ,JB Sentral,320
2025-06-09,19:00,JB Sentral,Woodlands CIQ,321
2025-06-09,20:00,JB Sentral,Woodlands CIQ,320
2025-06-09,20:00,Woodlands CIQ,JB Sentral,320
2025-06-09,21:00,JB Sentral,Woodlands CIQ,320
2025-06-09,21:00,Woodlands CIQ,JB Sentral,156
2025-06-09,22:00,JB Sentral,Woodlands CIQ,320
2025-06-09,22:00,Woodlands CIQ,JB Sentral,92
2025-06-09,23:00,Woodlands CIQ,JB Sentral,30
2025-06-10,05:00,JB Sentral,Woodlands CIQ,640
2025-06-10,06:00,JB Sentral,Woodlands CIQ,640
2025-06-10,07:00,JB Sentral,Woodlands CIQ,640
2025-06-10,08:00,JB Sentral,Woodlands CIQ,320
2025-06-10,08:00,Woodlands CIQ,JB Sentral,323
2025-06-10,09:00,Woodlands CIQ,JB Sentral,322
2025-06-10,10:00,JB Sentral,Woodlands CIQ,320
2025-06-10,11:00,JB Sentral,Woodlands CIQ,216
2025-06-10,11:00,Woodlands CIQ,JB Sentral,322
2025-06-10,12:00,JB Sentral,Woodlands CIQ,283
2025-06-10,12:00,Woodlands CIQ,JB Sentral,320
2025-06-10,13:00,Woodlands CIQ,JB Sentral,323
2025-06-10,14:00,JB Sentral,Woodlands CIQ,325
2025-06-10,15:00,JB Sentral,Woodlands CIQ,326
2025-06-10,15:00,Woodlands CIQ,JB Sentral,206
2025-06-10,16:00,JB Sentral,Woodlands CIQ,324
2025-06-10,16:00,Woodlands CIQ,JB Sentral,97
2025-06-10,17:00,JB Sentral,Woodlands CIQ,322
2025-06-10,17:00,Woodlands CIQ,JB Sentral,143
2025-06-10,18:00,Woodlands CIQ,JB Sentral,320
2025-06-10,19:00,JB Sentral,Woodlands CIQ,320
2025-06-10,20:00,JB Sentral,Woodlands CIQ,321
2025-06-10,20:00,Woodlands CIQ,JB Sentral,320
2025-06-10,21:00,JB Sentral,Woodlands CIQ,322
2025-06-10,21:00,Woodlands CIQ,JB Sentral,244
2025-06-10,22:00,JB Sentral,Woodlands CIQ,324
2025-06-10,22:00,Woodlands CIQ,JB Sentral,116
2025-06-10,23:00,Woodlands CIQ,JB Sentral,45
2025-06-11,05:00,JB Sentral,Woodlands CIQ,640
2025-06-11,06:00,JB Sentral,Woodlands CIQ,640
2025-06-11,07:00,JB Sentral,Woodlands CIQ,640
2025-06-11,08:00,JB Sentral,Woodlands CIQ,320
2025-06-11,08:00,Woodlands CIQ,JB Sentral,323
2025-06-11,09:00,Woodlands CIQ,JB Sentral,321
2025-06-11,10:00,JB Sentral,Woodlands CIQ,251
2025-06-11,11:00,JB Sentral,Woodlands CIQ,173
2025-06-11,11:00,Woodlands CIQ,JB Sentral,331
2025-06-11,12:00,JB Sentral,Woodlands CIQ,180
2025-06-11,12:00,Woodlands CIQ,JB Sentral,327
2025-06-11,13:00,Woodlands CIQ,JB Sentral,324
2025-06-11,14:00,JB Sentral,Woodlands CIQ,321
2025-06-11,15:00,JB Sentral,Woodlands CIQ,324
2025-06-11,15:00,Woodlands CIQ,JB Sentral,324
2025-06-11,16:00,JB Sentral,Woodlands CIQ,329
2025-06-11,16:00,Woodlands CIQ,JB Sentral,134
2025-06-11,17:00,JB Sentral,Woodlands CIQ,329
2025-06-11,17:00,Woodlands CIQ,JB Sentral,183
2025-06-11,18:00,Woodlands CIQ,JB Sentral,320
2025-06-11,19:00,JB Sentral,Woodlands CIQ,321
2025-06-11,20:00,JB Sentral,Woodlands CIQ,322
2025-06-11,20:00,Woodlands CIQ,JB Sentral,320
2025-06-11,21:00,JB Sentral,Woodlands CIQ,321
2025-06-11,21:00,Woodlands CIQ,JB Sentral,324
2025-06-11,22:00,JB Sentral,Woodlands CIQ,322
2025-06-11,22:00,Woodlands CIQ,JB Sentral,147
2025-06-11,23:00,Woodlands CIQ,JB Sentral,59
2025-06-12,05:00,JB Sentral,Woodlands CIQ,640
2025-06-12,06:00,JB Sentral,Woodlands CIQ,640
2025-06-12,07:00,JB Sentral,Woodlands CIQ,640
2025-06-12,08:00,JB Sentral,Woodlands CIQ,320
2025-06-12,08:00,Woodlands CIQ,JB Sentral,321
2025-06-12,09:00,Woodlands CIQ,JB Sentral,322
2025-06-12,10:00,JB Sentral,Woodlands CIQ,278
2025-06-12,11:00,JB Sentral,Woodlands CIQ,176
2025-06-12,11:00,Woodlands CIQ,JB Sentral,322
2025-06-12,12:00,JB Sentral,Woodlands CIQ,200
2025-06-12,12:00,Woodlands CIQ,JB Sentral,321
2025-06-12,13:00,Woodlands CIQ,JB Sentral,327
2025-06-12,14:00,JB Sentral,Woodlands CIQ,256
2025-06-12,15:00,JB Sentral,Woodlands CIQ,326
2025-06-12,15:00,Woodlands CIQ,JB Sentral,322
2025-06-12,16:00,JB Sentral,Woodlands CIQ,325
2025-06-12,16:00,Woodlands CIQ,JB Sentral,206
2025-06-12,17:00,JB Sentral,Woodlands CIQ,320
2025-06-12,17:00,Woodlands CIQ,JB Sentral,325
2025-06-12,18:00,Woodlands CIQ,JB Sentral,321
2025-06-12,19:00,JB Sentral,Woodlands CIQ,321
2025-06-12,20:00,JB Sentral,Woodlands CIQ,320
2025-06-12,20:00,Woodlands CIQ,JB Sentral,320
2025-06-12,21:00,JB Sentral,Woodlands CIQ,321
2025-06-12,21:00,Woodlands CIQ,JB Sentral,320
2025-06-12,22:00,JB Sentral,Woodlands CIQ,320
2025-06-12,22:00,Woodlands CIQ,JB Sentral,304
2025-06-12,23:00,Woodlands CIQ,JB Sentral,70
2025-06-13,05:00,JB Sentral,Woodlands CIQ,640
2025-06-13,06:00,JB Sentral,Woodlands CIQ,640
2025-06-13,07:00,JB Sentral,Woodlands CIQ,640
2025-06-13,08:00,JB Sentral,Woodlands CIQ,320
2025-06-13,08:00,Woodlands CIQ,JB Sentral,321
2025-06-13,09:00,Woodlands CIQ,JB Sentral,323
2025-06-13,10:00,JB Sentral,Woodlands CIQ,160
2025-06-13,11:00,JB Sentral,Woodlands CIQ,164
2025-06-13,11:00,Woodlands CIQ,JB Sentral,326
2025-06-13,12:00,JB Sentral,Woodlands CIQ,224
2025-06-13,12:00,Woodlands CIQ,JB Sentral,323
2025-06-13,13:00,Woodlands CIQ,JB Sentral,325
2025-06-13,14:00,JB Sentral,Woodlands CIQ,318
2025-06-13,15:00,JB Sentral,Woodlands CIQ,325
2025-06-13,15:00,Woodlands CIQ,JB Sentral,326
2025-06-13,16:00,JB Sentral,Woodlands CIQ,324
2025-06-13,16:00,Woodlands CIQ,JB Sentral,321
2025-06-13,17:00,JB Sentral,Woodlands CIQ,320
2025-06-13,17:00,Woodlands CIQ,JB Sentral,320
2025-06-13,18:00,Woodlands CIQ,JB Sentral,322
2025-06-13,19:00,JB Sentral,Woodlands CIQ,321
2025-06-13,20:00,JB Sentral,Woodlands CIQ,321
2025-06-13,20:00,Woodlands CIQ,JB Sentral,320
2025-06-13,21:00,JB Sentral,Woodlands CIQ,320
2025-06-13,21:00,Woodlands CIQ,JB Sentral,326
2025-06-13,22:00,JB Sentral,Woodlands CIQ,320
2025-06-13,22:00,Woodlands CIQ,JB Sentral,321
2025-06-13,23:00,Woodlands CIQ,JB Sentral,319
2025-06-14,05:00,JB Sentral,Woodlands CIQ,175
2025-06-14,06:00,JB Sentral,Woodlands CIQ,315
2025-06-14,07:00,JB Sentral,Woodlands CIQ,435
2025-06-14,08:00,JB Sentral,Woodlands CIQ,324
2025-06-14,08:00,Woodlands CIQ,JB Sentral,320
2025-06-14,09:00,Woodlands CIQ,JB Sentral,320
2025-06-14,10:00,JB Sentral,Woodlands CIQ,277
2025-06-14,11:00,JB Sentral,Woodlands CIQ,295
2025-06-14,11:00,Woodlands CIQ,JB Sentral,330
2025-06-14,12:00,JB Sentral,Woodlands CIQ,324
2025-06-14,12:00,Woodlands CIQ,JB Sentral,320
2025-06-14,13:00,Woodlands CIQ,JB Sentral,320
2025-06-14,14:00,JB Sentral,Woodlands CIQ,327
2025-06-14,15:00,JB Sentral,Woodlands CIQ,321
2025-06-14,15:00,Woodlands CIQ,JB Sentral,323
2025-06-14,16:00,JB Sentral,Woodlands CIQ,323
2025-06-14,16:00,Woodlands CIQ,JB Sentral,328
2025-06-14,17:00,JB Sentral,Woodlands CIQ,321
2025-06-14,17:00,Woodlands CIQ,JB Sentral,324
2025-06-14,18:00,Woodlands CIQ,JB Sentral,324
2025-06-14,19:00,JB Sentral,Woodlands CIQ,322
2025-06-14,20:00,JB Sentral,Woodlands CIQ,320
2025-06-14,20:00,Woodlands CIQ,JB Sentral,239
2025-06-14,21:00,JB Sentral,Woodlands CIQ,321
2025-06-14,21:00,Woodlands CIQ,JB Sentral,158
2025-06-14,22:00,JB Sentral,Woodlands CIQ,320
2025-06-14,22:00,Woodlands CIQ,JB Sentral,162
2025-06-14,23:00,Woodlands CIQ,JB Sentral,97
2025-06-15,05:00,JB Sentral,Woodlands CIQ,113
2025-06-15,06:00,JB Sentral,Woodlands CIQ,147
2025-06-15,07:00,JB Sentral,Woodlands CIQ,300
2025-06-15,08:00,JB Sentral,Woodlands CIQ,323
2025-06-15,08:00,Woodlands CIQ,JB Sentral,321
2025-06-15,09:00,Woodlands CIQ,JB Sentral,324
2025-06-15,10:00,JB Sentral,Woodlands CIQ,324
2025-06-15,11:00,JB Sentral,Woodlands CIQ,321
2025-06-15,11:00,Woodlands CIQ,JB Sentral,321
2025-06-15,12:00,JB Sentral,Woodlands CIQ,323
2025-06-15,12:00,Woodlands CIQ,JB Sentral,322
2025-06-15,13:00,Woodlands CIQ,JB Sentral,323
2025-06-15,14:00,JB Sentral,Woodlands CIQ,328
2025-06-15,15:00,JB Sentral,Woodlands CIQ,324
2025-06-15,15:00,Woodlands CIQ,JB Sentral,323
2025-06-15,16:00,JB Sentral,Woodlands CIQ,323
2025-06-15,16:00,Woodlands CIQ,JB Sentral,232
2025-06-15,17:00,JB Sentral,Woodlands CIQ,322
2025-06-15,17:00,Woodlands CIQ,JB Sentral,144
2025-06-15,18:00,Woodlands CIQ,JB Sentral,121
2025-06-15,19:00,JB Sentral,Woodlands CIQ,320
2025-06-15,20:00,JB Sentral,Woodlands CIQ,320
2025-06-15,20:00,Woodlands CIQ,JB Sentral,109
2025-06-15,21:00,JB Sentral,Woodlands CIQ,320
2025-06-15,21:00,Woodlands CIQ,JB Sentral,111
2025-06-15,22:00,JB Sentral,Woodlands CIQ,322
2025-06-15,22:00,Woodlands CIQ,JB Sentral,102
2025-06-15,23:00,Woodlands CIQ,JB Sentral,19
2025-06-16,05:00,JB Sentral,Woodlands CIQ,640
2025-06-16,06:00,JB Sentral,Woodlands CIQ,640
2025-06-16,07:00,JB Sentral,Woodlands CIQ,640
2025-06-16,08:00,JB Sentral,Woodlands CIQ,320
2025-06-16,08:00,Woodlands CIQ,JB Sentral,322
2025-06-16,09:00,Woodlands CIQ,JB Sentral,321
2025-06-16,10:00,JB Sentral,Woodlands CIQ,325
2025-06-16,11:00,JB Sentral,Woodlands CIQ,326
2025-06-16,11:00,Woodlands CIQ,JB Sentral,322
2025-06-16,12:00,JB Sentral,Woodlands CIQ,326
2025-06-16,12:00,Woodlands CIQ,JB Sentral,320
2025-06-16,13:00,Woodlands CIQ,JB Sentral,325
2025-06-16,14:00,JB Sentral,Woodlands CIQ,327
2025-06-16,15:00,JB Sentral,Woodlands CIQ,328
2025-06-16,15:00,Woodlands CIQ,JB Sentral,324
2025-06-16,16:00,JB Sentral,Woodlands CIQ,323
2025-06-16,16:00,Woodlands CIQ,JB Sentral,133
2025-06-16,17:00,JB Sentral,Woodlands CIQ,322
2025-06-16,17:00,Woodlands CIQ,JB Sentral,147
2025-06-16,18:00,Woodlands CIQ,JB Sentral,320
2025-06-16,19:00,JB Sentral,Woodlands CIQ,320
2025-06-16,20:00,JB Sentral,Woodlands CIQ,320
2025-06-16,20:00,Woodlands CIQ,JB Sentral,320
2025-06-16,21:00,JB Sentral,Woodlands CIQ,320
2025-06-16,21:00,Woodlands CIQ,JB Sentral,189
2025-06-16,22:00,JB Sentral,Woodlands CIQ,320
2025-06-16,22:00,Woodlands CIQ,JB Sentral,123
2025-06-16,23:00,Woodlands CIQ,JB Sentral,26
2025-06-17,05:00,JB Sentral,Woodlands CIQ,640
2025-06-17,06:00,JB Sentral,Woodlands CIQ,640
2025-06-17,07:00,JB Sentral,Woodlands CIQ,640
2025-06-17,08:00,JB Sentral,Woodlands CIQ,320
2025-06-17,08:00,Woodlands CIQ,JB Sentral,320
2025-06-17,09:00,Woodlands CIQ,JB Sentral,323
2025-06-17,10:00,JB Sentral,Woodlands CIQ,316
2025-06-17,11:00,JB Sentral,Woodlands CIQ,201
2025-06-17,11:00,Woodlands CIQ,JB Sentral,323
2025-06-17,12:00,JB Sentral,Woodlands CIQ,325
2025-06-17,12:00,Woodlands CIQ,JB Sentral,324
2025-06-17,13:00,Woodlands CIQ,JB Sentral,325
2025-06-17,14:00,JB Sentral,Woodlands CIQ,323
2025-06-17,15:00,JB Sentral,Woodlands CIQ,321
2025-06-17,15:00,Woodlands CIQ,JB Sentral,306
2025-06-17,16:00,JB Sentral,Woodlands CIQ,322
2025-06-17,16:00,Woodlands CIQ,JB Sentral,88
2025-06-17,17:00,JB Sentral,Woodlands CIQ,323
2025-06-17,17:00,Woodlands CIQ,JB Sentral,203
2025-06-17,18:00,Woodlands CIQ,JB Sentral,320
2025-06-17,19:00,JB Sentral,Woodlands CIQ,320
2025-06-17,20:00,JB Sentral,Woodlands CIQ,320
2025-06-17,20:00,Woodlands CIQ,JB Sentral,320
2025-06-17,21:00,JB Sentral,Woodlands CIQ,320
2025-06-17,21:00,Woodlands CIQ,JB Sentral,278
2025-06-17,22:00,JB Sentral,Woodlands CIQ,320
2025-06-17,22:00,Woodlands CIQ,JB Sentral,143
2025-06-17,23:00,Woodlands CIQ,JB Sentral,50
2025-06-18,05:00,JB Sentral,Woodlands CIQ,640
2025-06-18,06:00,JB Sentral,Woodlands CIQ,640
2025-06-18,07:00,JB Sentral,Woodlands CIQ,640
2025-06-18,08:00,JB Sentral,Woodlands CIQ,320
2025-06-18,08:00,Woodlands CIQ,JB Sentral,323
2025-06-18,09:00,Woodlands CIQ,JB Sentral,321
2025-06-18,10:00,JB Sentral,Woodlands CIQ,289
2025-06-18,11:00,JB Sentral,Woodlands CIQ,188
2025-06-18,11:00,Woodlands CIQ,JB Sentral,321
2025-06-18,12:00,JB Sentral,Woodlands CIQ,174
2025-06-18,12:00,Woodlands CIQ,JB Sentral,322
2025-06-18,13:00,Woodlands CIQ,JB Sentral,326
2025-06-18,14:00,JB Sentral,Woodlands CIQ,322
2025-06-18,15:00,JB Sentral,Woodlands CIQ,322
2025-06-18,15:00,Woodlands CIQ,JB Sentral,257
2025-06-18,16:00,JB Sentral,Woodlands CIQ,320
2025-06-18,16:00,Woodlands CIQ,JB Sentral,120
2025-06-18,17:00,JB Sentral,Woodlands CIQ,321
2025-06-18,17:00,Woodlands CIQ,JB Sentral,203
2025-06-18,18:00,Woodlands CIQ,JB Sentral,320
2025-06-18,19:00,JB Sentral,Woodlands CIQ,320
2025-06-18,20:00,JB Sentral,Woodlands CIQ,320
2025-06-18,20:00,Woodlands CIQ,JB Sentral,320
2025-06-18,21:00,JB Sentral,Woodlands CIQ,320
2025-06-18,21:00,Woodlands CIQ,JB Sentral,318
2025-06-18,22:00,JB Sentral,Woodlands CIQ,322
2025-06-18,22:00,Woodlands CIQ,JB Sentral,165
2025-06-18,23:00,Woodlands CIQ,JB Sentral,66
2025-06-19,05:00,JB Sentral,Woodlands CIQ,640
2025-06-19,06:00,JB Sentral,Woodlands CIQ,640
2025-06-19,07:00,JB Sentral,Woodlands CIQ,640
2025-06-19,08:00,JB Sentral,Woodlands CIQ,320
2025-06-19,08:00,Woodlands CIQ,JB Sentral,321
2025-06-19,09:00,Woodlands CIQ,JB Sentral,321
2025-06-19,10:00,JB Sentral,Woodlands CIQ,284
2025-06-19,11:00,JB Sentral,Woodlands CIQ,162
2025-06-19,11:00,Woodlands CIQ,JB Sentral,320
2025-06-19,12:00,JB Sentral,Woodlands CIQ,176
2025-06-19,12:00,Woodlands CIQ,JB Sentral,320
2025-06-19,13:00,Woodlands CIQ,JB Sentral,329
2025-06-19,14:00,JB Sentral,Woodlands CIQ,320
2025-06-19,15:00,JB Sentral,Woodlands CIQ,324
2025-06-19,15:00,Woodlands CIQ,JB Sentral,322
2025-06-19,16:00,JB Sentral,Woodlands CIQ,325
2025-06-19,16:00,Woodlands CIQ,JB Sentral,278
2025-06-19,17:00,JB Sentral,Woodlands CIQ,323
2025-06-19,17:00,Woodlands CIQ,JB Sentral,325
2025-06-19,18:00,Woodlands CIQ,JB Sentral,320
2025-06-19,19:00,JB Sentral,Woodlands CIQ,321
2025-06-19,20:00,JB Sentral,Woodlands CIQ,321
2025-06-19,20:00,Woodlands CIQ,JB Sentral,320
2025-06-19,21:00,JB Sentral,Woodlands CIQ,321
2025-06-19,21:00,Woodlands CIQ,JB Sentral,319
2025-06-19,22:00,JB Sentral,Woodlands CIQ,322
2025-06-19,22:00,Woodlands CIQ,JB Sentral,326
2025-06-19,23:00,Woodlands CIQ,JB Sentral,66
2025-06-20,05:00,JB Sentral,Woodlands CIQ,640
2025-06-20,06:00,JB Sentral,Woodlands CIQ,640
2025-06-20,07:00,JB Sentral,Woodlands CIQ,640
2025-06-20,08:00,JB Sentral,Woodlands CIQ,320
2025-06-20,08:00,Woodlands CIQ,JB Sentral,321
2025-06-20,09:00,Woodlands CIQ,JB Sentral,325
2025-06-20,10:00,JB Sentral,Woodlands CIQ,240
2025-06-20,11:00,JB Sentral,Woodlands CIQ,209
2025-06-20,11:00,Woodlands CIQ,JB Sentral,323
2025-06-20,12:00,JB Sentral,Woodlands CIQ,179
2025-06-20,12:00,Woodlands CIQ,JB Sentral,321
2025-06-20,13:00,Woodlands CIQ,JB Sentral,325
2025-06-20,14:00,JB Sentral,Woodlands CIQ,322
2025-06-20,15:00,JB Sentral,Woodlands CIQ,321
2025-06-20,15:00,Woodlands CIQ,JB Sentral,322
2025-06-20,16:00,JB Sentral,Woodlands CIQ,321
2025-06-20,16:00,Woodlands CIQ,JB Sentral,324
2025-06-20,17:00,JB Sentral,Woodlands CIQ,321
2025-06-20,17:00,Woodlands CIQ,JB Sentral,321
2025-06-20,18:00,Woodlands CIQ,JB Sentral,321
2025-06-20,19:00,JB Sentral,Woodlands CIQ,322
2025-06-20,20:00,JB Sentral,Woodlands CIQ,321
2025-06-20,20:00,Woodlands CIQ,JB Sentral,320
2025-06-20,21:00,JB Sentral,Woodlands CIQ,320
2025-06-20,21:00,Woodlands CIQ,JB Sentral,322
2025-06-20,22:00,JB Sentral,Woodlands CIQ,320
2025-06-20,22:00,Woodlands CIQ,JB Sentral,321
2025-06-20,23:00,Woodlands CIQ,JB Sentral,320
2025-06-21,05:00,JB Sentral,Woodlands CIQ,163
2025-06-21,06:00,JB Sentral,Woodlands CIQ,310
2025-06-21,07:00,JB Sentral,Woodlands CIQ,434
2025-06-21,08:00,JB Sentral,Woodlands CIQ,321
2025-06-21,08:00,Woodlands CIQ,JB Sentral,321
2025-06-21,09:00,Woodlands CIQ,JB Sentral,321
2025-06-21,10:00,JB Sentral,Woodlands CIQ,316
2025-06-21,11:00,JB Sentral,Woodlands CIQ,319
2025-06-21,11:00,Woodlands CIQ,JB Sentral,322
2025-06-21,12:00,JB Sentral,Woodlands CIQ,327
2025-06-21,12:00,Woodlands CIQ,JB Sentral,320
2025-06-21,13:00,Woodlands CIQ,JB Sentral,323
2025-06-21,14:00,JB Sentral,Woodlands CIQ,323
2025-06-21,15:00,JB Sentral,Woodlands CIQ,323
2025-06-21,15:00,Woodlands CIQ,JB Sentral,328
2025-06-21,16:00,JB Sentral,Woodlands CIQ,324
2025-06-21,16:00,Woodlands CIQ,JB Sentral,326
2025-06-21,17:00,JB Sentral,Woodlands CIQ,320
2025-06-21,17:00,Woodlands CIQ,JB Sentral,323
2025-06-21,18:00,Woodlands CIQ,JB Sentral,324
2025-06-21,19:00,JB Sentral,Woodlands CIQ,320
2025-06-21,20:00,JB Sentral,Woodlands CIQ,320
2025-06-21,20:00,Woodlands CIQ,JB Sentral,241
2025-06-21,21:00,JB Sentral,Woodlands CIQ,321
2025-06-21,21:00,Woodlands CIQ,JB Sentral,192
2025-06-21,22:00,JB Sentral,Woodlands CIQ,320
2025-06-21,22:00,Woodlands CIQ,JB Sentral,139
2025-06-21,23:00,Woodlands CIQ,JB Sentral,69
2025-06-22,05:00,JB Sentral,Woodlands CIQ,109
2025-06-22,06:00,JB Sentral,Woodlands CIQ,161
2025-06-22,07:00,JB Sentral,Woodlands CIQ,365
2025-06-22,08:00,JB Sentral,Woodlands CIQ,322
2025-06-22,08:00,Woodlands CIQ,JB Sentral,324
2025-06-22,09:00,Woodlands CIQ,JB Sentral,321
2025-06-22,10:00,JB Sentral,Woodlands CIQ,321
2025-06-22,11:00,JB Sentral,Woodlands CIQ,326
2025-06-22,11:00,Woodlands CIQ,JB Sentral,326
2025-06-22,12:00,JB Sentral,Woodlands CIQ,324
2025-06-22,12:00,Woodlands CIQ,JB Sentral,320
2025-06-22,13:00,Woodlands CIQ,JB Sentral,323
2025-06-22,14:00,JB Sentral,Woodlands CIQ,324
2025-06-22,15:00,JB Sentral,Woodlands CIQ,323
2025-06-22,15:00,Woodlands CIQ,JB Sentral,329
2025-06-22,16:00,JB Sentral,Woodlands CIQ,322
2025-06-22,16:00,Woodlands CIQ,JB Sentral,188
2025-06-22,17:00,JB Sentral,Woodlands CIQ,321
2025-06-22,17:00,Woodlands CIQ,JB Sentral,164
2025-06-22,18:00,Woodlands CIQ,JB Sentral,97
2025-06-22,19:00,JB Sentral,Woodlands CIQ,322
2025-06-22,20:00,JB Sentral,Woodlands CIQ,322
2025-06-22,20:00,Woodlands CIQ,JB Sentral,114
2025-06-22,21:00,JB Sentral,Woodlands CIQ,321
2025-06-22,21:00,Woodlands CIQ,JB Sentral,115
2025-06-22,22:00,JB Sentral,Woodlands CIQ,320
2025-06-22,22:00,Woodlands CIQ,JB Sentral,67
2025-06-22,23:00,Woodlands CIQ,JB Sentral,48
2025-06-23,05:00,JB Sentral,Woodlands CIQ,640
2025-06-23,06:00,JB Sentral,Woodlands CIQ,640
2025-06-23,07:00,JB Sentral,Woodlands CIQ,640
2025-06-23,08:00,JB Sentral,Woodlands CIQ,320
2025-06-23,08:00,Woodlands CIQ,JB Sentral,320
2025-06-23,09:00,Woodlands CIQ,JB Sentral,321
2025-06-23,10:00,JB Sentral,Woodlands CIQ,320
2025-06-23,11:00,JB Sentral,Woodlands CIQ,323
2025-06-23,11:00,Woodlands CIQ,JB Sentral,322
2025-06-23,12:00,JB Sentral,Woodlands CIQ,329
2025-06-23,12:00,Woodlands CIQ,JB Sentral,321
2025-06-23,13:00,Woodlands CIQ,JB Sentral,324
2025-06-23,14:00,JB Sentral,Woodlands CIQ,326
2025-06-23,15:00,JB Sentral,Woodlands CIQ,321
2025-06-23,15:00,Woodlands CIQ,JB Sentral,209
2025-06-23,16:00,JB Sentral,Woodlands CIQ,320
2025-06-23,16:00,Woodlands CIQ,JB Sentral,119
2025-06-23,17:00,JB Sentral,Woodlands CIQ,321
2025-06-23,17:00,Woodlands CIQ,JB Sentral,162
2025-06-23,18:00,Woodlands CIQ,JB Sentral,320
2025-06-23,19:00,JB Sentral,Woodlands CIQ,320
2025-06-23,20:00,JB Sentral,Woodlands CIQ,320
2025-06-23,20:00,Woodlands CIQ,JB Sentral,320
2025-06-23,21:00,JB Sentral,Woodlands CIQ,320
2025-06-23,21:00,Woodlands CIQ,JB Sentral,203
2025-06-23,22:00,JB Sentral,Woodlands CIQ,323
2025-06-23,22:00,Woodlands CIQ,JB Sentral,92
2025-06-23,23:00,Woodlands CIQ,JB Sentral,28
2025-06-24,05:00,JB Sentral,Woodlands CIQ,640
2025-06-24,06:00,JB Sentral,Woodlands CIQ,640
2025-06-24,07:00,JB Sentral,Woodlands CIQ,640
2025-06-24,08:00,JB Sentral,Woodlands CIQ,320
2025-06-24,08:00,Woodlands CIQ,JB Sentral,320
2025-06-24,09:00,Woodlands CIQ,JB Sentral,325
2025-06-24,10:00,JB Sentral,Woodlands CIQ,321
2025-06-24,11:00,JB Sentral,Woodlands CIQ,236
2025-06-24,11:00,Woodlands CIQ,JB Sentral,324
2025-06-24,12:00,JB Sentral,Woodlands CIQ,213
2025-06-24,12:00,Woodlands CIQ,JB Sentral,322
2025-06-24,13:00,Woodlands CIQ,JB Sentral,323
2025-06-24,14:00,JB Sentral,Woodlands CIQ,329
2025-06-24,15:00,JB Sentral,Woodlands CIQ,323
2025-06-24,15:00,Woodlands CIQ,JB Sentral,211
2025-06-24,16:00,JB Sentral,Woodlands CIQ,325
2025-06-24,16:00,Woodlands CIQ,JB Sentral,84
2025-06-24,17:00,JB Sentral,Woodlands CIQ,324
2025-06-24,17:00,Woodlands CIQ,JB Sentral,151
2025-06-24,18:00,Woodlands CIQ,JB Sentral,321
2025-06-24,19:00,JB Sentral,Woodlands CIQ,321
2025-06-24,20:00,JB Sentral,Woodlands CIQ,321
2025-06-24,20:00,Woodlands CIQ,JB Sentral,322
2025-06-24,21:00,JB Sentral,Woodlands CIQ,322
2025-06-24,21:00,Woodlands CIQ,JB Sentral,212
2025-06-24,22:00,JB Sentral,Woodlands CIQ,321
2025-06-24,22:00,Woodlands CIQ,JB Sentral,106
2025-06-24,23:00,Woodlands CIQ,JB Sentral,60
2025-06-25,05:00,JB Sentral,Woodlands CIQ,640
2025-06-25,06:00,JB Sentral,Woodlands CIQ,640
2025-06-25,07:00,JB Sentral,Woodlands CIQ,640
2025-06-25,08:00,JB Sentral,Woodlands CIQ,320
2025-06-25,08:00,Woodlands CIQ,JB Sentral,322
2025-06-25,09:00,Woodlands CIQ,JB Sentral,324
2025-06-25,10:00,JB Sentral,Woodlands CIQ,320
2025-06-25,11:00,JB Sentral,Woodlands CIQ,184
