od_pair,0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Arau → Kajang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Kampar,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,489.0,122.0,0.0,0.0,0.0,0.0,282.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Kuala Kangsar,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,424.0,177.0,0.0,0.0,0.0,0.0,435.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Kuala Lumpur,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,371.0,61.0,0.0,0.0,400.0,0.0,173.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Nibong Tebal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Padang Besar,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,92.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
Arau → Parit Buntar,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,510.0,216.0,0.0,0.0,0.0,0.0,741.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Pulau Sebang (Tampin),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Rawang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Segamat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Seremban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Sungai Buloh,0.0,0.0,0.0,0.0,0.0,0.0,1446.0,0.0,0.0,2346.0,558.0,0.0,0.0,2165.0,0.0,1388.0,2162.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Sungai Petani,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,281.0,48.0,0.0,0.0,324.0,0.0,301.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Sungai Siput,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Taiping,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0,0.0,907.0,302.0,0.0,0.0,925.0,0.0,996.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Tanjong Malim,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,0.0,825.0,188.0,0.0,0.0,0.0,0.0,510.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Tapah Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Tasek Gelugor,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,276.0,80.0,0.0,0.0,0.0,0.0,642.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Alor Setar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Anak Bukit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Arau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Bandar Tasek Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Batang Kali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Batang Melaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Batu Gajah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Bukit Mertajam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0
Bagan Serai → Butterworth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0
Bagan Serai → Gemas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Gurun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Ipoh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → KL Sentral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Kajang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Kampar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Kuala Kangsar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Kuala Lumpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Nibong Tebal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Padang Besar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagan Serai → Parit Buntar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
